model	image_id	step	true_label	pred	prob_true	margin	loss	linf	attack
clean	cat_1	82	cat	dog	0.0000	-31.8593	31.8593	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	83	cat	dog	0.0000	-32.2676	32.2676	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	84	cat	dog	0.0000	-31.8841	31.8841	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	85	cat	dog	0.0000	-32.5632	32.5632	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	86	cat	dog	0.0000	-32.0153	32.0153	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	87	cat	dog	0.0000	-32.3400	32.3400	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	88	cat	dog	0.0000	-32.0170	32.0170	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	89	cat	dog	0.0000	-32.9375	32.9375	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	90	cat	dog	0.0000	-31.4032	31.4032	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	91	cat	dog	0.0000	-32.8963	32.8963	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	92	cat	dog	0.0000	-31.8352	31.8352	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	93	cat	dog	0.0000	-33.0285	33.0285	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	94	cat	dog	0.0000	-31.9232	31.9232	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	95	cat	dog	0.0000	-32.7460	32.7460	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	96	cat	dog	0.0000	-32.9340	32.9340	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	97	cat	dog	0.0000	-32.8498	32.8498	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	98	cat	dog	0.0000	-32.9395	32.9395	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	99	cat	dog	0.0000	-33.1681	33.1681	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_1	100	cat	dog	0.0000	-32.0817	32.0817	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	0	cat	cat	0.9949	5.4901	0.0051	0.00000	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	1	cat	frog	0.0048	-5.3337	5.3429	0.00784	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	2	cat	frog	0.0000	-10.0803	10.0805	0.01569	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	3	cat	frog	0.0000	-13.3807	13.3809	0.02353	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	4	cat	frog	0.0000	-15.2278	15.2278	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	5	cat	frog	0.0000	-16.9681	16.9681	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	6	cat	frog	0.0000	-17.5339	17.5339	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	7	cat	frog	0.0000	-18.7044	18.7044	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	8	cat	frog	0.0000	-18.1946	18.1946	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	9	cat	frog	0.0000	-20.0895	20.0895	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	10	cat	frog	0.0000	-19.9960	19.9960	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	11	cat	frog	0.0000	-21.3280	21.3280	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	12	cat	frog	0.0000	-21.2845	21.2845	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	13	cat	frog	0.0000	-21.3934	21.3934	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	14	cat	frog	0.0000	-21.3006	21.3007	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	15	cat	frog	0.0000	-22.5362	22.5362	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	16	cat	frog	0.0000	-21.8244	21.8244	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	17	cat	frog	0.0000	-22.8039	22.8039	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	18	cat	frog	0.0000	-22.0660	22.0660	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	19	cat	frog	0.0000	-22.8260	22.8260	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	20	cat	frog	0.0000	-22.8730	22.8730	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	21	cat	frog	0.0000	-23.2407	23.2407	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	22	cat	frog	0.0000	-22.8693	22.8694	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	23	cat	frog	0.0000	-23.5702	23.5702	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	24	cat	frog	0.0000	-23.0419	23.0419	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	25	cat	frog	0.0000	-23.8716	23.8716	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	26	cat	frog	0.0000	-23.8969	23.8970	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	27	cat	frog	0.0000	-23.9077	23.9077	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	28	cat	frog	0.0000	-23.8522	23.8522	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	29	cat	frog	0.0000	-24.1623	24.1623	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	30	cat	frog	0.0000	-24.3259	24.3259	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	31	cat	frog	0.0000	-24.4174	24.4174	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	32	cat	frog	0.0000	-24.8150	24.8150	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	33	cat	frog	0.0000	-24.4468	24.4468	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	34	cat	frog	0.0000	-24.8941	24.8941	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	35	cat	frog	0.0000	-24.6016	24.6016	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	36	cat	frog	0.0000	-25.0496	25.0496	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	37	cat	frog	0.0000	-24.7409	24.7409	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	38	cat	frog	0.0000	-24.7460	24.7460	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	39	cat	frog	0.0000	-24.9182	24.9182	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	40	cat	frog	0.0000	-24.8806	24.8806	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	41	cat	frog	0.0000	-25.5047	25.5047	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	42	cat	frog	0.0000	-25.4673	25.4673	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	43	cat	frog	0.0000	-25.3230	25.3230	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	44	cat	frog	0.0000	-25.2625	25.2625	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	45	cat	frog	0.0000	-25.8359	25.8360	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	46	cat	frog	0.0000	-24.9287	24.9287	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	47	cat	frog	0.0000	-25.5403	25.5403	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	48	cat	frog	0.0000	-25.5541	25.5541	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	49	cat	frog	0.0000	-25.7531	25.7531	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	50	cat	frog	0.0000	-24.8134	24.8134	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	51	cat	frog	0.0000	-25.8862	25.8862	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	52	cat	frog	0.0000	-24.3536	24.3536	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	53	cat	frog	0.0000	-25.8486	25.8486	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	54	cat	frog	0.0000	-25.1998	25.1998	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	55	cat	frog	0.0000	-26.0798	26.0798	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	56	cat	frog	0.0000	-24.8699	24.8699	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	57	cat	frog	0.0000	-26.1528	26.1528	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	58	cat	frog	0.0000	-25.1530	25.1530	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	59	cat	frog	0.0000	-26.3075	26.3075	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	60	cat	frog	0.0000	-25.7063	25.7063	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	61	cat	frog	0.0000	-26.2483	26.2483	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	62	cat	frog	0.0000	-25.3600	25.3600	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	63	cat	frog	0.0000	-26.2208	26.2208	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	64	cat	frog	0.0000	-26.0332	26.0332	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	65	cat	frog	0.0000	-25.8691	25.8691	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	66	cat	frog	0.0000	-25.9496	25.9496	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	67	cat	frog	0.0000	-25.4960	25.4960	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	68	cat	frog	0.0000	-25.7702	25.7702	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	69	cat	frog	0.0000	-25.6025	25.6025	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	70	cat	frog	0.0000	-25.6860	25.6860	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	71	cat	frog	0.0000	-25.6141	25.6141	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	72	cat	frog	0.0000	-26.0045	26.0045	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	73	cat	frog	0.0000	-26.2059	26.2059	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	74	cat	frog	0.0000	-25.8457	25.8457	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	75	cat	frog	0.0000	-25.9321	25.9321	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	76	cat	frog	0.0000	-26.2973	26.2973	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	77	cat	frog	0.0000	-26.1385	26.1385	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	78	cat	frog	0.0000	-26.1010	26.1010	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	79	cat	frog	0.0000	-26.1646	26.1646	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	80	cat	frog	0.0000	-26.3494	26.3494	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	81	cat	frog	0.0000	-26.2079	26.2079	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	82	cat	frog	0.0000	-26.5202	26.5202	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	83	cat	frog	0.0000	-26.2663	26.2663	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	84	cat	frog	0.0000	-26.4480	26.4480	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	85	cat	frog	0.0000	-26.0275	26.0276	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	86	cat	frog	0.0000	-26.2771	26.2771	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	87	cat	frog	0.0000	-26.0139	26.0139	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	88	cat	frog	0.0000	-26.2569	26.2569	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	89	cat	frog	0.0000	-26.2195	26.2196	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	90	cat	frog	0.0000	-25.9317	25.9317	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	91	cat	frog	0.0000	-26.0977	26.0977	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	92	cat	frog	0.0000	-26.0473	26.0473	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	93	cat	frog	0.0000	-26.0382	26.0382	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	94	cat	frog	0.0000	-25.4810	25.4810	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	95	cat	frog	0.0000	-26.1941	26.1941	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	96	cat	frog	0.0000	-25.8645	25.8645	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	97	cat	frog	0.0000	-26.1518	26.1518	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	98	cat	frog	0.0000	-26.0193	26.0194	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	99	cat	frog	0.0000	-26.3041	26.3041	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_2	100	cat	frog	0.0000	-26.0182	26.0182	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	0	cat	cat	0.9302	2.7470	0.0723	0.00000	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	1	cat	dog	0.0001	-9.1998	9.2011	0.00784	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	2	cat	dog	0.0000	-13.8692	13.8693	0.01569	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	3	cat	dog	0.0000	-17.2398	17.2398	0.02353	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	4	cat	dog	0.0000	-19.4355	19.4355	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	5	cat	dog	0.0000	-21.0339	21.0339	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	6	cat	dog	0.0000	-21.9462	21.9462	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	7	cat	dog	0.0000	-22.9526	22.9526	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	8	cat	dog	0.0000	-23.5562	23.5562	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	9	cat	dog	0.0000	-24.6584	24.6584	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	10	cat	dog	0.0000	-24.7607	24.7607	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	11	cat	dog	0.0000	-24.9888	24.9888	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	12	cat	dog	0.0000	-25.4876	25.4876	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	13	cat	dog	0.0000	-26.0360	26.0360	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	14	cat	dog	0.0000	-26.4391	26.4391	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	15	cat	dog	0.0000	-26.0418	26.0418	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	16	cat	dog	0.0000	-26.5771	26.5771	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	17	cat	dog	0.0000	-26.2375	26.2375	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	18	cat	dog	0.0000	-27.2618	27.2618	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	19	cat	dog	0.0000	-26.3680	26.3680	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	20	cat	dog	0.0000	-27.8560	27.8560	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	21	cat	dog	0.0000	-27.6219	27.6219	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	22	cat	dog	0.0000	-28.0025	28.0025	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	23	cat	dog	0.0000	-27.9649	27.9649	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	24	cat	dog	0.0000	-28.2482	28.2482	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	25	cat	dog	0.0000	-28.0753	28.0753	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	26	cat	dog	0.0000	-28.5965	28.5965	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	27	cat	dog	0.0000	-28.4398	28.4398	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	28	cat	dog	0.0000	-28.7145	28.7145	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	29	cat	dog	0.0000	-28.0912	28.0912	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	30	cat	dog	0.0000	-29.1208	29.1208	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	31	cat	dog	0.0000	-27.9366	27.9366	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	32	cat	dog	0.0000	-28.6812	28.6812	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	33	cat	dog	0.0000	-28.4883	28.4883	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	34	cat	dog	0.0000	-28.6183	28.6183	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	35	cat	dog	0.0000	-28.2497	28.2497	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	36	cat	dog	0.0000	-28.8024	28.8024	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	37	cat	dog	0.0000	-28.8239	28.8239	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	38	cat	dog	0.0000	-28.4558	28.4558	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	39	cat	dog	0.0000	-28.7306	28.7306	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	40	cat	dog	0.0000	-28.7883	28.7883	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	41	cat	dog	0.0000	-29.2781	29.2781	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	42	cat	dog	0.0000	-28.8519	28.8519	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	43	cat	dog	0.0000	-27.8865	27.8865	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	44	cat	dog	0.0000	-28.9347	28.9347	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	45	cat	dog	0.0000	-29.3237	29.3237	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	46	cat	dog	0.0000	-29.0800	29.0800	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	47	cat	dog	0.0000	-28.6455	28.6455	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	48	cat	dog	0.0000	-29.2700	29.2700	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	49	cat	dog	0.0000	-28.7181	28.7181	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	50	cat	dog	0.0000	-29.4688	29.4688	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	51	cat	dog	0.0000	-28.8920	28.8920	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	52	cat	dog	0.0000	-29.4030	29.4030	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	53	cat	dog	0.0000	-29.3195	29.3195	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	54	cat	dog	0.0000	-29.0056	29.0056	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	55	cat	dog	0.0000	-29.3863	29.3863	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	56	cat	dog	0.0000	-29.5297	29.5297	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	57	cat	dog	0.0000	-29.7805	29.7805	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	58	cat	dog	0.0000	-29.5305	29.5305	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	59	cat	dog	0.0000	-29.6025	29.6025	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	60	cat	dog	0.0000	-29.1849	29.1849	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	61	cat	dog	0.0000	-29.9034	29.9034	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
clean	cat_3	62	cat	dog	0.0000	-29.5791	29.5791	0.03137	pgd_eps=0.03137254901960784_alpha=0.00784313725490196_steps=100_rs=0
